,year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
58,2001,BLR,16,skabelka andrei ,F,L,186,90.0,1970-01-20,lada togliatti ,31.277207392197102,1970,26.0145681581686
59,2001,BLR,17,kalyuzhny aleksei ,F,L,187,87.0,1977-06-13,metallurg magnitogorsk ,23.882272416153302,1977,24.879178701135302
60,2001,BLR,18,antonenko oleg ,F,R,187,90.0,1971-07-11,torpedo n novogorod ,29.806981519507197,1971,25.7370814149675
61,2001,BLR,24,starostenko dmitry ,F,L,182,88.0,1973-03-18,c.s.k.a. moscow ,28.1204654346338,1973,26.566839753652896
62,2001,BLR,28,koltsov konstantin ,F,L,185,88.0,1981-04-17,ak bars kazan ,20.038329911019897,1981,25.7121986851717
63,2001,BLR,32,pankov dmitry ,F,L,184,88.0,1974-10-29,torpedo n novogorod ,26.505133470225896,1974,25.992438563327
64,2001,BLR,34,valui vitaly ,F,L,182,80.0,1974-04-17,polymir novopolotsk ,27.0390143737166,1974,24.1516725033209
65,2001,BLR,55,galchenyuk aleksander ,F,L,181,88.0,1967-07-28,asiago hockey as ,33.7604380561259,1967,26.861206922865602
66,2001,BLR,9,andrievsky aleksandr ,F,L,196,105.0,1968-08-10,revier lowen ,32.722792607802894,1968,27.332361516035
67,2001,BLR,2,shabanov sergei ,G,L,179,76.0,1974-02-24,metallurg novokuznetsk ,27.181382614647497,1974,23.7196092506476
68,2001,BLR,31,mezin andrei ,G,L,180,75.0,1974-07-08,berlin capitals ,26.8145106091718,1974,23.148148148148103
69,2001,BLR,33,fatikov leonid ,G,L,190,100.0,1968-04-24,lada togliatti ,33.0184804928131,1968,27.7008310249307
70,2001,CAN,18,mclaren kyle ,D,L,196,104.0,1977-06-18,boston bruins ,23.8685831622177,1977,27.0720533111204
71,2001,CAN,2,brewer eric ,D,L,191,100.0,1979-04-17,edmonton oilers ,22.039698836413397,1979,27.411529289218997
72,2001,CAN,21,smith jason ,D,R,191,95.0,1973-11-02,edmonton oilers ,27.493497604380604,1973,26.0409528247581
73,2001,CAN,53,morris derek ,D,R,184,90.0,1978-08-24,calgary flames ,22.6858316221766,1978,26.5831758034026
74,2001,CAN,56,robidas stephane ,D,R,187,86.0,1977-03-03,montreal canadiens ,24.1615331964408,1977,24.5932111298579
75,2001,CAN,6,redden wade ,D,L,187,93.0,1977-06-12,ottawa senators ,23.885010266940498,1977,26.5949841287998
76,2001,CAN,10,marleau patrick ,F,L,187,95.0,1979-09-15,san jose sharks ,21.6262833675565,1979,27.166919271354605
77,2001,CAN,11,friesen jeff ,F,L,181,93.0,1976-08-05,anaheim mighty ducks ,24.7364818617385,1976,28.387411861664802
78,2001,CAN,14,marois daniel ,F,R,185,86.0,1968-10-03,hc ambri piotta ,32.5749486652977,1968,25.127830533235898
79,2001,CAN,15,isbister brad ,F,R,196,103.0,1977-05-07,new york islanders ,23.9835728952772,1977,26.8117451062057
80,2001,CAN,17,murray rem ,F,L,187,88.0,1972-10-09,edmonton oilers ,28.5585215605749,1972,25.165146272412702
81,2001,CAN,19,thornton joe ,F,L,196,97.0,1979-07-02,boston bruins ,21.831622176591395,1979,25.249895876718
82,2001,CAN,22,muller kirk ,F,L,183,94.0,1966-02-08,dallas stars ,35.2251882272416,1966,28.0689181522291
83,2001,CAN,24,walker scott ,F,R,179,88.0,1973-07-19,nashville predators ,27.7837097878166,1973,27.464810711276197
84,2001,CAN,26,sullivan steve ,F,R,175,72.0,1974-07-06,chicago blackhawks ,26.819986310746103,1974,23.5102040816327
85,2001,CAN,27,peca michael ,F,R,187,86.0,1974-03-26,canada national team ,27.0992470910335,1974,24.5932111298579
86,2001,CAN,29,morrow brenden ,F,L,187,95.0,1979-01-16,dallas stars ,22.288843258042398,1979,27.166919271354605
87,2001,CAN,33,draper kris ,F,L,187,86.0,1971-05-24,detroit red wings ,29.9383983572895,1971,24.5932111298579
88,2001,CAN,37,walz wes ,F,R,179,81.0,1970-05-15,minnesota wild ,30.9623545516769,1970,25.280109859242803
89,2001,CAN,4,lecavalier vincent ,F,L,196,93.0,1980-04-21,tampa bay lightning ,21.0266940451745,1980,24.208663057059603
90,2001,CAN,7,stuart brad ,F,L,187,95.0,1979-11-06,san jose sharks ,21.4839151266256,1979,27.166919271354605
91,2001,CAN,9,richards brad ,F,L,185,85.0,1980-05-02,tampa bay lightning ,20.9965776865161,1980,24.8356464572681
92,2001,CAN,94,smyth ryan ,F,L,183,88.0,1976-02-21,edmonton oilers ,25.1909650924025,1976,26.2772850786825
93,2001,CAN,1,luongo roberto ,G,L,192,90.0,1979-04-04,florida panthers ,22.075290896646102,1979,24.4140625
94,2001,CAN,35,giguere jean-sebastien ,G,L,191,84.0,1977-05-16,anaheim mighty ducks ,23.958932238193,1977,23.025684602944
95,2001,CAN,39,cloutier dan ,G,L,185,86.0,1976-04-22,vancouver canucks ,25.0239561943874,1976,25.127830533235898
96,2001,CAN,40,brathwaite fred ,G,L,168,79.0,1972-11-24,calgary flames ,28.432580424366897,1972,27.990362811791396
97,2001,CZE,12,kaberle frantisek ,D,L,184,84.0,1973-11-08,atlanta thrashers ,27.477070499657803,1973,24.8109640831758
98,2001,CZE,13,kubina pavel ,D,L,197,109.0,1977-04-15,tampa bay lightning ,24.043805612594102,1977,28.086268649024703
99,2001,CZE,29,pilar karel ,D,R,191,94.0,1977-12-23,litvinov ,23.353867214236804,1977,25.766837531865896
100,2001,CZE,5,richter martin ,D,R,182,92.0,1977-12-06,saipa lappeenranta ,23.400410677618105,1977,27.774423378818998
101,2001,CZE,6,spacek jaroslav ,D,L,184,90.0,1974-02-11,chicago blackhawks ,27.2169746748802,1974,26.5831758034026
102,2001,CZE,7,martinek radek ,D,R,182,92.0,1976-08-31,ceske budejovice ,24.665297741273104,1976,27.774423378818998
103,2001,CZE,8,kuba filip ,D,R,192,90.0,1976-12-29,minnesota wild ,24.3367556468172,1976,24.4140625
104,2001,CZE,10,patera pavel ,F,L,187,80.0,1971-09-06,minnesota wild ,29.650924024640698,1971,22.8774057021934
105,2001,CZE,11,ujcik viktor ,F,L,179,88.0,1972-05-24,slavia praha ,28.9363449691992,1972,27.464810711276197
106,2001,CZE,16,cajanek petr ,F,L,180,78.0,1975-08-18,hc zlin ,25.7029431895962,1975,24.0740740740741
107,2001,CZE,17,hlinka jaroslav ,F,L,178,78.0,1976-11-10,sparta praha ,24.4709103353867,1976,24.618103774775896
108,2001,CZE,19,dvorak radek ,F,R,188,84.0,1977-03-09,new york rangers ,24.145106091718002,1977,23.766410140335
109,2001,CZE,20,prochazka martin ,F,R,180,78.0,1972-03-03,vitkovice ,29.160848733744,1972,24.0740740740741
110,2001,CZE,21,reichel robert ,F,L,178,83.0,1971-06-25,litvinov ,29.850787132101303,1971,26.196187350082102
111,2001,CZE,22,moravec david ,F,L,183,91.0,1973-03-24,hc vitkovice ,28.104038329911,1973,27.1731016154558
112,2001,CZE,25,vlasak tomas ,F,R,182,78.0,1975-02-01,hpk hameenlinna ,26.2450376454483,1975,23.547880690737802
113,2001,CZE,26,rucinsky martin ,F,L,185,87.0,1971-03-11,montreal canadiens ,30.1409993155373,1971,25.4200146092038
114,2001,CZE,30,dopita jiri ,F,L,193,97.0,1968-12-02,vsetin ,32.410677618069805,1968,26.0409675427528
115,2001,CZE,9,vyborny david ,F,L,179,83.0,1975-01-22,columbus blue jackets ,26.2724161533196,1975,25.9043101026809
116,2001,CZE,96,tomajko jan ,F,L,185,82.0,1976-06-19,vsetin ,24.865160848733698,1976,23.9590942293645
117,2001,CZE,3,hnilicka milan ,G,L,185,83.0,1973-06-25,atlanta thrashers ,27.849418206707696,1973,24.2512783053324
118,2001,CZE,35,hudacek vladimir ,G,L,184,92.0,1971-10-28,hc zlin ,29.508555783709802,1971,27.173913043478304
119,2001,CZE,72,salficky dusan ,G,L,186,80.0,1972-03-28,hc plzen ,29.0924024640657,1972,23.1240605850387
120,2001,FIN,2,kiprusoff marko ,D,R,184,89.0,1972-06-06,ehc kloten ,28.9007529089665,1972,26.2878071833648
121,2001,FIN,3,nummelin petteri ,D,L,178,83.0,1972-11-25,columbus blue jackets ,28.4298425735797,1972,26.196187350082102
122,2001,FIN,4,timonen kimmo ,D,L,178,88.0,1975-03-18,nashville predators ,26.1218343600274,1975,27.774270925388198
123,2001,FIN,40,niemi antti-jussi ,D,L,185,87.0,1977-09-22,anaheim mighty ducks ,23.605749486653,1977,25.4200146092038
124,2001,FIN,5,salo sami ,D,R,192,99.0,1974-09-02,ottawa senators ,26.6611909650924,1974,26.85546875
125,2001,FIN,55,gronvall janne ,D,L,190,92.0,1973-07-17,tappara tampere ,27.789185489390803,1973,25.4847645429363
126,2001,FIN,6,vaananen ossi ,D,L,191,92.0,1980-08-18,phoenix coyotes ,20.700889801505802,1980,25.2186069460815
127,2001,FIN,7,berg aki-petteri ,D,L,193,97.0,1977-07-28,toronto maple leafs ,23.7590691307324,1977,26.0409675427528
128,2001,FIN,14,helminen raimo ,F,L,183,89.0,1964-03-11,ilves tampere ,37.138945927447,1964,26.5758905909403
129,2001,FIN,15,laaksonen antti ,F,L,183,82.0,1973-10-03,minnesota wild ,27.5756331279945,1973,24.485652005136
130,2001,FIN,17,kallio tomi ,F,L,184,84.0,1977-01-27,atlanta thrashers ,24.2573579739904,1977,24.8109640831758
131,2001,FIN,21,kapanen niko ,F,L,177,80.0,1978-04-29,tps turku ,23.006160164271,1978,25.535446391522196
132,2001,FIN,24,kapanen sami ,F,L,177,77.0,1973-06-14,carolina hurricanes ,27.8795345653662,1973,24.5778671518401
133,2001,FIN,25,hentunen jukka ,F,R,178,88.0,1974-05-03,jokerit helsinki ,26.9952087611225,1974,27.774270925388198
134,2001,FIN,26,parssinen timo ,F,L,178,81.0,1977-01-19,hpk hameenlinna ,24.2792607802875,1977,25.564953919959603
135,2001,FIN,27,lind juha ,F,L,181,84.0,1974-01-20,montreal canadiens ,27.277207392197102,1974,25.6402429718263
136,2001,FIN,28,sihvonen toni ,F,L,185,90.0,1971-02-19,ifk helsinki ,30.1957563312799,1971,26.296566837107395
137,2001,FIN,32,rintanen kimmo ,F,L,181,88.0,1973-08-07,tps turku ,27.731690622861098,1973,26.861206922865602
138,2001,FIN,33,virta tony ,F,L,178,86.0,1972-06-28,tps turku ,28.840520191649603,1972,27.1430374952657
139,2001,FIN,36,ylonen juha ,F,L,184,84.0,1972-02-13,phoenix coyotes ,29.2128678986995,1972,24.8109640831758
140,2001,FIN,37,ruutu jarkko ,F,L,187,88.0,1975-08-23,vancouver canucks ,25.6892539356605,1975,25.165146272412702
141,2001,FIN,30,nurminen pasi ,G,L,179,88.0,1975-12-17,jokerit helsinki ,25.3716632443532,1975,27.464810711276197
142,2001,FIN,31,kiprusoff miikka ,G,L,185,84.0,1976-10-26,san jose sharks ,24.511978097193698,1976,24.543462381300202
143,2001,FIN,35,myllys jarmo ,G,L,175,78.0,1965-05-29,lulea hf ,35.9233401779603,1965,25.469387755102
144,2001,GER,12,ludemann mirko ,D,L,180,83.0,1973-12-15,kolner haie ,27.3757700205339,1973,25.6172839506173
145,2001,GER,13,schubert christoph ,D,L,185,80.0,1982-02-05,munchen barons ,19.233401779603,1982,23.3747260774288
146,2001,GER,2,molling jochen ,D,L,186,100.0,1973-08-09,kassel huskies ,27.726214921286804,1973,28.9050757312984
147,2001,GER,31,renz andreas ,D,L,183,90.0,1977-06-12,schwenningen ,23.885010266940498,1977,26.874496103198105
148,2001,GER,36,goldmann erich ,D,L,192,90.0,1976-04-07,moskitos essen ,25.065023956194402,1976,24.4140625
149,2001,GER,6,mayr jorg ,D,L,177,81.0,1970-01-03,kolner haie ,31.3237508555784,1970,25.854639471416302
150,2001,GER,84,seidenberg dennis ,D,L,184,82.0,1981-07-18,adler mannheim ,19.7864476386037,1981,24.2202268431002
151,2001,GER,9,smazal heiko ,D,L,179,81.0,1974-01-06,munchen barons ,27.315537303217003,1974,25.280109859242803
152,2001,GER,11,felski sven ,F,L,181,76.0,1974-11-18,eisbaren berlin ,26.450376454483198,1974,23.1983150697476
153,2001,GER,16,hynes wayne ,F,L,182,93.0,1969-05-29,die adler mannheim ,31.923340177960302,1969,28.076319285110504
154,2001,GER,18,loth andreas ,F,L,184,88.0,1972-02-26,kassel huskies ,29.1772758384668,1972,25.992438563327
155,2001,GER,19,sturm marco ,F,L,181,84.0,1978-09-08,san jose sharks ,22.6447638603696,1978,25.6402429718263
156,2001,GER,20,rumrich jurgen ,F,L,181,85.0,1968-03-20,nurnberg ice tigers ,33.1143052703628,1968,25.9454839595861
157,2001,GER,22,daffner thomas ,F,L,191,95.0,1971-09-01,kassel huskies ,29.6646132785763,1971,26.0409528247581
158,2001,GER,26,kreutzer daniel ,F,L,178,82.0,1979-10-23,kassel huskies ,21.522245037645398,1979,25.8805706350208
159,2001,GER,27,abstreiter tobias ,F,L,175,84.0,1970-07-06,kassel huskies ,30.819986310746103,1970,27.428571428571402
160,2001,GER,29,greilinger thomas ,F,R,180,88.0,1981-08-06,schwenningen ,19.7344284736482,1981,27.1604938271605
161,2001,GER,44,soccio leonard ,F,L,181,85.0,1967-05-28,hannover scorpions ,33.927446954141004,1967,25.9454839595861
162,2001,GER,49,kathan nikolaus ,F,R,181,84.0,1977-01-07,kassel huskies ,24.3121149897331,1977,25.6402429718263
163,2001,GER,7,goc marcel ,F,L,182,82.0,1983-08-24,serc wild wings ,17.686516084873396,1983,24.755464315903897
164,2001,GER,81,mackay mark ,F,R,175,75.0,1964-05-28,schwenningen ,36.9253935660507,1964,24.4897959183673
165,2001,GER,83,benda jan ,F,R,192,96.0,1972-04-28,jokerit helsinki ,29.0075290896646,1972,26.0416666666667
166,2001,GER,35,conti leonardo ,G,L,194,95.0,1978-09-15,frankfurt lions ,22.6255989048597,1978,25.241789775746604
167,2001,GER,47,kunast christian ,G,L,180,82.0,1971-03-07,munchen barons ,30.1519507186858,1971,25.3086419753086
168,2001,GER,80,muller robert ,G,L,172,74.0,1980-06-25,adler mannheim ,20.8487337440109,1980,25.013520822066003
169,2001,ITA,12,mansi maurizio ,D,L,182,82.0,1965-09-03,dusseldorfer eg ,35.6577686516085,1965,24.755464315903897
170,2001,ITA,14,lorenzi carlo ,D,R,175,75.0,1974-09-02,hc alleghe ,26.6611909650924,1974,24.4897959183673
171,2001,ITA,26,rucchin larry ,D,L,185,93.0,1967-05-12,milano vipers ,33.9712525667351,1967,27.173119065011
172,2001,ITA,29,bartolone christopher ,D,R,179,82.0,1970-01-24,dusseldorfer eg ,31.2662559890486,1970,25.5922099809619
173,2001,ITA,37,de angelis michael ,D,L,180,83.0,1966-01-26,la chaux-de-fonds ,35.2607802874743,1966,25.6172839506173
174,2001,ITA,5,insam leo ,D,L,190,100.0,1975-02-06,milano vipers ,26.2313483915127,1975,27.7008310249307
175,2001,ITA,6,strazzabosco michele ,D,L,193,93.0,1976-02-06,asiago hockey as ,25.2320328542094,1976,24.967113211092897
176,2001,ITA,9,helfer armin ,D,L,187,86.0,1980-05-31,sg brunico ,20.9171800136893,1980,24.5932111298579
177,2001,ITA,10,de toni lino ,F,L,178,74.0,1972-10-18,hc alleghe ,28.5338809034908,1972,23.355636914531
178,2001,ITA,11,ramoser roland ,F,L,191,93.0,1972-09-03,sv renon ,28.6570841889117,1972,25.4927222389737
179,2001,ITA,15,beattie scott ,F,R,172,75.0,1968-05-16,hc geneve-servette ,32.958247775496204,1968,25.351541373715502
180,2001,ITA,16,zarrillo bruno ,F,R,181,77.0,1966-09-05,kolner haie ,34.652977412731,1966,23.5035560575074
181,2001,ITA,18,de toni manuel ,F,L,181,80.0,1979-01-10,hc alleghe ,22.3052703627652,1979,24.4192790207869
182,2001,ITA,19,felicetti dino ,F,L,186,84.0,1970-12-22,hc fassa ,30.3572895277207,1970,24.2802636142907
183,2001,ITA,21,busillo giuseppe ,F,L,186,92.0,1970-05-13,schwenningen ,30.9678302532512,1970,26.5926696727945
184,2001,ITA,22,margoni stefano ,F,L,182,80.0,1975-05-12,hc fassa ,25.9712525667351,1975,24.1516725033209
185,2001,ITA,24,chitarroni mario ,F,L,171,82.0,1967-06-11,nurnberg ice tigers ,33.8891170431211,1967,28.0428165931398
186,2001,ITA,28,sacratini vezio ,F,L,172,78.0,1966-09-12,cardiff devils ,34.633812457221104,1966,26.365603028664104
187,2001,ITA,77,iob anthony ,F,L,182,93.0,1971-01-02,hc bolzano ,30.3271731690623,1971,28.076319285110504
188,2001,ITA,8,chelodi armando ,F,R,179,82.0,1973-01-12,hc bolzano ,28.2984257357974,1973,25.5922099809619
189,2001,ITA,33,carpano andrea ,G,L,174,78.0,1976-03-09,hc fassa ,25.144421629021203,1976,25.7629805786762
190,2001,ITA,34,rosati mike ,G,L,178,82.0,1968-01-07,adler mannheim ,33.3141683778234,1968,25.8805706350208
191,2001,ITA,35,hell guenther ,G,L,174,76.0,1978-08-30,bolzano ,22.6694045174538,1978,25.1023913330691
192,2001,JPN,11,kawaguchi yutaka ,D,R,175,78.0,1973-04-05,kokudo ,28.071184120465396,1973,25.469387755102
193,2001,JPN,28,isojima akihito ,D,R,177,75.0,1973-07-14,oji ,27.7973990417522,1973,23.9394809920521
194,2001,JPN,3,ito kengo ,D,R,180,75.0,1978-12-04,nippon paper cranes ,22.4065708418891,1978,23.148148148148103
195,2001,JPN,39,miura hiroyuki ,D,R,191,86.0,1973-12-31,kokudo ,27.3319644079398,1973,23.5739151887284
196,2001,JPN,5,miyauchi fumitaka ,D,L,181,84.0,1972-11-06,kokudo ,28.4818617385353,1972,25.6402429718263
197,2001,JPN,6,kawashima makoto ,D,L,178,74.0,1979-05-02,oji ,21.9986310746064,1979,23.355636914531
198,2001,JPN,7,daikawa daniel ,D,R,179,88.0,1971-07-30,seibu ,29.7549623545517,1971,27.464810711276197
199,2001,JPN,9,katayama tatsuki ,D,L,186,88.0,1973-01-26,kokudo ,28.260095824777604,1973,25.436466643542598
200,2001,JPN,10,murakami hiroyuki ,F,R,182,81.0,1971-01-14,huddinge ik ,30.2943189596167,1971,24.453568409612398
201,2001,JPN,12,uchiyama tomohiko ,F,L,173,73.0,1979-10-13,kokudo ,21.549623545516802,1979,24.391058839252896
202,2001,JPN,18,suzuki takahito ,F,R,174,75.0,1975-08-17,kokudo ,25.7056810403833,1975,24.772096710265604
203,2001,JPN,19,iwata yasunori ,F,R,180,78.0,1972-11-24,oji ,28.432580424366897,1972,24.0740740740741
204,2001,JPN,21,kawahira makoto ,F,R,178,84.0,1971-08-25,oji ,29.683778234086198,1971,26.5118040651433
205,2001,JPN,22,shirono masaki ,F,R,179,79.0,1970-12-27,oji ,30.3436002737851,1970,24.6559096158047
206,2001,JPN,30,yahata shin ,F,L,178,77.0,1974-05-09,kokudo ,26.978781656399697,1974,24.3024870597147
207,2001,JPN,34,sakata junji ,F,R,181,80.0,1974-05-10,kokudo ,26.9760438056126,1974,24.4192790207869
208,2001,JPN,40,fujita kiyoshi ,F,R,172,74.0,1972-06-25,seibu ,28.848733744010897,1972,25.013520822066003
209,2001,JPN,41,nihei taro ivan ,F,R,177,80.0,1971-03-09,kokudo ,30.1464750171116,1971,25.535446391522196
210,2001,JPN,71,kuwabara ryan ,F,R,185,89.0,1972-03-23,kokudo ,29.106091718001398,1972,26.004382761139496
211,2001,JPN,75,yule chris ,F,L,175,70.0,1975-03-29,kokudo ,26.0917180013689,1975,22.857142857142897
212,2001,JPN,1,iwasaki shinichi ,G,L,178,85.0,1968-08-21,kokudo ,32.6926762491444,1968,26.827420780204502
213,2001,JPN,27,nihei jiro igor ,G,L,173,76.0,1971-03-09,huddinge ik ,30.1464750171116,1971,25.393431120318102
214,2001,JPN,44,fukufuji yutaka ,G,L,185,76.0,1982-09-17,kokudo ,18.6201232032854,1982,22.2059897735573
215,2001,LAT,18,ozolins sandis ,D,L,188,88.0,1972-08-03,carolina hurricanes ,28.741957563312802,1972,24.8981439565414
216,2001,LAT,2,astasenko kaspars ,D,L,191,92.0,1975-02-17,tampa bay lightning ,26.2012320328542,1975,25.2186069460815
217,2001,LAT,22,sorokins olegs ,D,L,178,80.0,1974-01-04,hc slovan bratislava ,27.321013004791197,1974,25.2493372048984
