,year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
1791,2005,SLO,5,robar mitja,D,L,175,75.0,1983-01-04,hdd olimpija ljubljana,22.321697467487997,1983,24.4897959183673
1792,2005,SLO,12,rodman david,F,L,179,85.0,1983-09-10,hk jesenice,21.6399726214921,1983,26.528510346119
1793,2005,SLO,13,zagar luka,F,L,181,90.0,1978-06-25,hk jesenice,26.850102669404503,1978,27.4716888983853
1794,2005,SLO,14,kontrec dejan,F,L,178,75.0,1970-01-23,hk slavija ljubljana,35.2689938398357,1970,23.6712536295922
1795,2005,SLO,15,hafner tomo,F,L,185,88.0,1980-07-19,hk jesenice,24.7830253251198,1980,25.7121986851717
1796,2005,SLO,16,pretnar boris,F,L,178,83.0,1978-04-08,hk jesenice,27.0636550308008,1978,26.196187350082102
1797,2005,SLO,17,golicic jurij,F,L,180,80.0,1981-04-06,hk acroni,24.0684462696783,1981,24.6913580246914
1798,2005,SLO,18,sivic mitja,F,L,178,86.0,1979-10-01,hdd olimpija ljubljana,25.582477754962397,1979,27.1430374952657
1799,2005,SLO,21,avgustincic jaka,F,R,176,80.0,1976-10-27,hk slavija ljubljana,28.509240246406602,1976,25.826446280991696
1800,2005,SLO,22,rodman marcel,F,R,183,89.0,1981-09-25,hk jesenice,23.597535934291603,1981,26.5758905909403
1801,2005,SLO,25,kopitar anze,F,L,193,93.0,1987-08-24,sodertalje sk,17.686516084873396,1987,24.967113211092897
1802,2005,SLO,33,jan ivo,F,R,178,79.0,1975-04-03,vienna capitals,30.0780287474333,1975,24.933720489837103
1803,2005,SLO,34,rozic peter,F,L,183,88.0,1974-02-17,hk jesenice,31.2005475701574,1974,26.2772850786825
1804,2005,SLO,8,terglav edo,F,L,185,89.0,1980-01-24,hdd olimpija ljubljana,25.2676249144422,1980,26.004382761139496
1805,2005,SLO,9,razingar tomaz,F,L,185,90.0,1975-04-25,hk jesenice,30.0177960301164,1975,26.296566837107395
1806,2005,SLO,20,hocevar andrej,G,L,182,89.0,1984-11-21,hdd olimpija ljubljana,20.4407939767283,1984,26.868735659944402
1807,2005,SLO,30,glavic gaber,G,L,182,82.0,1978-03-11,hk jesenice,27.1403148528405,1978,24.755464315903897
1808,2005,SLO,31,kristan robert,G,L,183,82.0,1983-04-04,hk jesenice,22.075290896646102,1983,24.485652005136
1809,2005,SUI,22,keller olivier,D,L,187,95.0,1971-03-20,hc lugano,34.1163586584531,1971,27.166919271354605
1810,2005,SUI,29,forster beat,D,L,185,96.0,1983-02-02,hc davos,22.242299794661196,1983,28.0496712929145
1811,2005,SUI,3,vauclair julien,D,L,183,92.0,1979-10-02,hc lugano,25.5797399041752,1979,27.4717071277136
1812,2005,SUI,31,seger mathias,D,L,181,87.0,1977-12-17,zsc zurich lions,27.370294318959605,1977,26.5559659351058
1813,2005,SUI,5,blindenbacher severin,D,R,180,84.0,1983-03-15,kloten flyers,22.1300479123888,1983,25.9259259259259
1814,2005,SUI,57,bezina goran,D,L,190,99.0,1980-03-21,geneva servette,25.1115674195756,1980,27.423822714681396
1815,2005,SUI,7,streit mark,D,L,180,89.0,1977-12-11,zsc zurich lions,27.3867214236824,1977,27.4691358024691
1816,2005,SUI,8,geyer cyrill,D,L,186,99.0,1981-03-26,sc rapperswil-jona,24.0985626283368,1981,28.6160249739854
1817,2005,SUI,10,ambuhl andreas,F,L,176,84.0,1983-09-14,hc davos,21.629021218343603,1983,27.117768595041298
1818,2005,SUI,12,della rossa patric,F,R,186,92.0,1975-07-28,ev zug,29.7604380561259,1975,26.5926696727945
1819,2005,SUI,15,di pietro paul,F,R,175,82.0,1970-09-08,hc lugano,34.6447638603696,1970,26.775510204081602
1820,2005,SUI,21,fischer patrick,F,L,181,85.0,1975-09-06,ev zug,29.650924024640698,1975,25.9454839595861
1821,2005,SUI,23,paterlini thierry,F,L,183,94.0,1975-04-27,zsc zurich lions,30.012320328542103,1975,28.0689181522291
1822,2005,SUI,28,pluss martin,F,L,174,80.0,1977-04-05,frolunda hc gothenburg,28.071184120465396,1977,26.423569824283298
1823,2005,SUI,32,ruthemann ivo,F,L,172,76.0,1976-12-12,sc bern,28.383299110198497,1976,25.6895619253651
1824,2005,SUI,35,jeannin sandy,F,L,180,83.0,1976-02-28,hc lugano,29.1718001368925,1976,25.6172839506173
1825,2005,SUI,38,ziegler thomas,F,L,180,85.0,1978-06-09,sc bern,26.893908281998602,1978,26.234567901234602
1826,2005,SUI,4,conne flavien,F,L,177,82.0,1980-04-01,hc lugano,25.0814510609172,1980,26.1738325513103
1827,2005,SUI,61,bartschi patrik,F,R,178,87.0,1984-08-20,kloten flyers,20.695414099931604,1984,27.458654210327
1828,2005,SUI,67,lemm romano,F,L,182,86.0,1984-06-25,kloten flyers,20.8487337440109,1984,25.9630479410699
1829,2005,SUI,88,romy kevin,F,L,181,88.0,1985-01-31,geneva servette,20.2464065708419,1985,26.861206922865602
1830,2005,SUI,97,wichser adrian,F,L,181,78.0,1980-03-18,hc lugano,25.119780971936997,1980,23.8087970452672
1831,2005,SUI,26,gerber martin,G,L,180,88.0,1974-09-03,farjestad karlstad,30.6584531143053,1974,27.1604938271605
1832,2005,SUI,40,aebischer david,G,L,186,85.0,1978-02-07,hc lugano,27.2279260780287,1978,24.569314371603603
1833,2005,SUI,44,buhrer marco,G,L,179,82.0,1979-10-09,sc bern,25.560574948665298,1979,25.5922099809619
1834,2005,SVK,17,visnovsky lubomir,D,L,178,83.0,1976-08-11,slovan bratislava,28.7200547570157,1976,26.196187350082102
1835,2005,SVK,29,majesky ivan,D,R,194,103.0,1976-09-02,hc sparta prague,28.659822039698803,1976,27.3674141779148
1836,2005,SVK,3,chara zdeno,D,L,205,117.0,1977-03-18,farjestad karlstad,28.1204654346338,1977,27.8405710886377
1837,2005,SVK,41,lintner richard,D,R,190,97.0,1977-11-15,fribourg-gotteron,27.457905544147803,1977,26.869806094182803
1838,2005,SVK,43,obsut jaroslav,D,L,186,97.0,1976-09-03,lulea hf,28.6570841889117,1976,28.037923459359497
1839,2005,SVK,6,suchy radoslav,D,L,188,90.0,1976-04-07,hk skp poprad,29.065023956194402,1976,25.464010864644603
1840,2005,SVK,7,strbak martin,D,L,191,96.0,1975-01-15,cska moscow,30.291581108829604,1975,26.3150681176503
1841,2005,SVK,8,vydareny rene,D,L,186,92.0,1981-05-06,slovan bratislava,23.9863107460643,1981,26.5926696727945
1842,2005,SVK,83,granak dominik,D,L,182,79.0,1983-06-11,hc slavia prague,21.8891170431211,1983,23.8497765970293
1843,2005,SVK,10,gaborik marian,F,L,186,83.0,1982-02-14,dukla trencin,23.2087611225188,1982,23.9912128569777
1844,2005,SVK,13,hossa marcel,F,L,183,86.0,1981-10-12,mora ik,23.550992470910302,1981,25.680074054166997
1845,2005,SVK,15,stumpel jozef,F,L,190,100.0,1972-07-20,hc slavia prague,32.7802874743326,1972,27.7008310249307
1846,2005,SVK,16,orszagh vladimir,F,L,180,88.0,1977-05-24,hkm zvolen,27.937029431896,1977,27.1604938271605
1847,2005,SVK,18,satan miroslav,F,L,188,87.0,1974-10-22,slovan bratislava,30.524298425735804,1974,24.615210502489802
1848,2005,SVK,20,zednik richard,F,L,183,91.0,1976-01-06,hkm zvolen,29.316906228610502,1976,27.1731016154558
1849,2005,SVK,23,bartecko lubos,F,L,183,91.0,1976-07-14,dynamo moscow,28.7967145790554,1976,27.1731016154558
1850,2005,SVK,24,palffy zigmund,F,L,179,86.0,1972-05-05,hc slavia prague,32.9883641341547,1972,26.8406104678381
1851,2005,SVK,26,handzus michal,F,L,193,98.0,1977-03-11,hkm zvolen,28.1396303901437,1977,26.3094311256678
1852,2005,SVK,33,pucher peter,F,L,185,95.0,1974-08-12,hc znojemsti orli,30.7186858316222,1974,27.757487216946696
1853,2005,SVK,38,demitra pavol,F,L,180,82.0,1974-11-29,dukla trencin,30.4202600958248,1974,25.3086419753086
1854,2005,SVK,48,stefanka juraj,F,L,190,94.0,1976-01-28,hc vitkovice ostrava,29.256673511293602,1976,26.038781163434898
1855,2005,SVK,81,hossa marian,F,L,190,90.0,1979-01-12,dukla trencin,26.299794661191,1979,24.9307479224377
1856,2005,SVK,25,lasak jan,G,L,184,92.0,1979-04-10,hc pardubice,26.058863791923297,1979,27.173913043478304
1857,2005,SVK,31,stana rastislav,G,L,182,83.0,1980-01-10,sodertalje sk,25.305954825462,1980,25.057360222195395
1858,2005,SVK,60,krizan karol,G,L,178,83.0,1980-06-05,hkm zvolen,24.903490759753605,1980,26.196187350082102
1859,2005,SWE,14,norstrom mattias,D,L,185,101.0,1972-01-02,aik stockholm,33.3278576317591,1972,29.5105916727538
1860,2005,SWE,23,sundin ronnie,D,L,186,98.0,1970-10-03,frolunda hc gothenburg,34.576317590691296,1970,28.326974216672397
1861,2005,SWE,25,rhodin thomas,D,R,181,91.0,1971-04-08,fribourg-gotteron,34.0643394934976,1971,27.7769298861451
1862,2005,SWE,29,jonsson kenny,D,L,191,92.0,1974-10-06,rogle ik angelholm,30.568104038329896,1974,25.2186069460815
1863,2005,SWE,5,lindstrom sanny,D,L,186,93.0,1979-12-24,timra ik,25.352498288843304,1979,26.8817204301075
1864,2005,SWE,6,johansson magnus,D,R,178,82.0,1973-09-04,linkopings hc,31.6550308008214,1973,25.8805706350208
1865,2005,SWE,7,kronwall niklas,D,L,188,86.0,1981-01-12,grand rapids griffins,24.2984257357974,1981,24.3322770484382
1866,2005,SWE,8,backman christian,D,L,191,93.0,1980-04-28,frolunda hc gothenburg,25.0075290896646,1980,25.4927222389737
1867,2005,SWE,11,alfredsson daniel,F,R,179,90.0,1972-12-11,frolunda hc gothenburg,32.38603696098561,1972,28.089010954714304
1868,2005,SWE,12,sedin daniel,F,L,186,86.0,1980-09-26,modo ornskoldsvik,24.5941136208077,1980,24.858365128916603
1869,2005,SWE,13,weinhandl mattias,F,R,182,88.0,1980-06-01,modo ornskoldsvik,24.914442162902102,1980,26.566839753652896
1870,2005,SWE,16,franzen johan,F,L,189,100.0,1979-12-23,linkopings hc,25.3552361396304,1979,27.994736989446
1871,2005,SWE,17,hedstrom jonathan,F,L,183,89.0,1977-12-27,timra ik,27.3429158110883,1977,26.5758905909403
1872,2005,SWE,19,nordstrom peter,F,L,187,88.0,1974-07-26,farjestad karlstad,30.7652292950034,1974,25.165146272412702
1873,2005,SWE,20,sedin henrik,F,L,188,91.0,1980-09-26,modo ornskoldsvik,24.5941136208077,1980,25.746944318696197
1874,2005,SWE,22,axelsson per-johan,F,L,185,86.0,1975-02-26,frolunda hc gothenburg,30.176591375770002,1975,25.127830533235898
1875,2005,SWE,26,pahlsson samuel,F,L,181,94.0,1977-12-17,frolunda hc gothenburg,27.370294318959605,1977,28.6926528494246
1876,2005,SWE,37,samuelsson mikael,F,R,186,94.0,1976-12-23,sodertalje sk,28.353182751540004,1976,27.170771187420502
1877,2005,SWE,40,zetterberg henrik,F,L,183,86.0,1980-10-09,timra ik,24.5585215605749,1980,25.680074054166997
1878,2005,SWE,44,hoglund jonas,F,R,191,98.0,1972-08-29,farjestad karlstad,32.6707734428474,1972,26.8632987034347
1879,2005,SWE,72,jonsson jorgen,F,L,184,89.0,1972-09-29,farjestad karlstad,32.5859000684463,1972,26.2878071833648
1880,2005,SWE,9,kahnberg magnus,F,R,188,88.0,1980-02-25,frolunda hc gothenburg,25.180013689253897,1980,24.8981439565414
1881,2005,SWE,1,liv stefan,G,L,183,80.0,1980-12-21,hv 71 jonkoping,24.3586584531143,1980,23.888440980620498
1882,2005,SWE,30,holmqvist johan,G,L,186,90.0,1978-05-24,brynas if gavle,26.9377138945927,1978,26.0145681581686
1883,2005,SWE,35,lundqvist henrik,G,L,185,87.0,1982-03-02,frolunda hc gothenburg,23.1649555099247,1982,25.4200146092038
1884,2005,UKR,11,timchenko oleg,D,L,182,83.0,1978-04-27,heerenveen flyers,27.0116358658453,1978,25.057360222195395
1885,2005,UKR,19,pobyedonostsev oleksandr,D,L,185,89.0,1981-11-19,khimvolokno mogilev,23.446954140999303,1981,26.004382761139496
1886,2005,UKR,2,gunko yuri,D,L,190,100.0,1972-02-28,hc sokol kiev,33.1718001368925,1972,27.7008310249307
1887,2005,UKR,3,klymentyev sergei,D,L,187,82.0,1975-04-05,ak bars kazan,30.072553045859,1975,23.4493408447482
1888,2005,UKR,31,zavalnyuk vyacheslav,D,L,181,90.0,1974-12-10,sibir novosibirsk,30.3901437371663,1974,27.4716888983853
1889,2005,UKR,34,isayenko denys,D,L,179,90.0,1980-03-17,hc sokol kiev,25.1225188227242,1980,28.089010954714304
1890,2005,UKR,4,timchenko vyacheslav,D,L,182,83.0,1971-08-16,hc gomel,33.708418891170396,1971,25.057360222195395
1891,2005,UKR,5,tolkunov dmytro,D,R,186,88.0,1979-05-27,amur khabarovsk,25.930184804928103,1979,25.436466643542598
1892,2005,UKR,6,sryubko andrei,D,L,189,96.0,1975-10-21,hk mvd tver,29.5277207392197,1975,26.8749475098681
1893,2005,UKR,9,lyutkevych vitaliy,D,L,177,81.5,1980-04-04,neftyanik leninogorsk,25.0732375085558,1980,26.0142360113633
1894,2005,UKR,10,shakhraychuk vadim,F,L,189,95.0,1974-06-12,dynamo moscow,30.885694729637198,1974,26.5950001399737
1895,2005,UKR,15,lytvynenko vitali,F,L,181,93.0,1970-03-14,hc sokol kiev,35.1321013004791,1970,28.387411861664802
1896,2005,UKR,16,tsyrul dmytro,F,L,182,85.0,1979-01-02,kristall saratov,26.3271731690623,1979,25.6611520347784
1897,2005,UKR,17,varlamov sergii,F,L,182,90.0,1978-07-21,sibir novosibirsk,26.7789185489391,1978,27.170631566236
1898,2005,UKR,23,salnikov roman,F,R,185,87.0,1976-02-18,hc sokol kiev,29.199178644763897,1976,25.4200146092038
1899,2005,UKR,24,matviichuk oleksandr,F,L,175,75.0,1975-05-13,hc sokol kiev,29.968514715948,1975,24.4897959183673
1900,2005,UKR,25,savenko bogdan,F,R,186,93.0,1974-11-20,hc sokol kiev,30.444900752909003,1974,26.8817204301075
1901,2005,UKR,27,kasianchuk kostiantyn,F,R,182,88.0,1979-10-24,hc sokol kiev,25.519507186858302,1979,26.566839753652896
1902,2005,UKR,28,gnidenko artem,F,R,178,84.0,1980-02-03,hc sokol kiev,25.2402464065708,1980,26.5118040651433
1903,2005,UKR,29,semenchenko vitali,F,R,183,87.0,1974-07-06,hc gomel,30.819986310746103,1974,25.9786795664248
1904,2005,UKR,7,bobrovnikov vasyl,F,L,173,80.0,1971-11-08,hc sokol kiev,33.478439425051306,1971,26.729927495071696
1905,2005,UKR,1,simchuk kostyantyn,G,L,183,85.0,1974-02-26,metallurg magnitogorsk,31.175906913073202,1974,25.3814685419093
1906,2005,UKR,20,fedorov oleksandr,G,L,182,83.0,1978-04-12,neman grodno,27.052703627652303,1978,25.057360222195395
1907,2005,UKR,30,seliverstov vadym,G,L,173,71.0,1981-02-18,hc sokol kiev,24.1971252566735,1981,23.722810651876102
1908,2005,USA,10,martin paul,D,L,185,77.0,1981-03-05,fribourg-gotteron,24.1560574948665,1981,22.498173849525198
1909,2005,USA,2,hauer brett,D,R,188,93.0,1971-07-11,ev zug,33.8069815195072,1971,26.312811226799504
1910,2005,USA,20,suter ryan,D,L,188,89.0,1985-01-21,milwaukee admirals,20.2737850787132,1985,25.181077410592998
1911,2005,USA,25,gill hal,D,L,201,108.0,1975-04-06,lukko rauma,30.069815195071897,1975,26.7320115838717
1912,2005,USA,3,miller aaron,D,R,193,95.0,1971-08-11,los angeles kings,33.7221081451061,1971,25.504040376922898
1913,2005,USA,4,leopold jordan,D,L,183,93.0,1980-08-03,calgary flames,24.741957563312802,1980,27.770312639971298
1914,2005,USA,6,roach andy,D,R,180,82.0,1973-08-22,lausanne hc,31.690622861054102,1973,25.3086419753086
1915,2005,USA,8,liles john-michael,D,L,178,83.0,1980-11-25,iserlohner roosters,24.4298425735797,1980,26.196187350082102
1916,2005,USA,11,halpern jeff,F,R,184,91.0,1976-05-03,kloten flyers,28.993839835729,1976,26.8785444234405
1917,2005,USA,14,gionta brian,F,R,170,72.0,1979-01-18,albany river rats,26.2833675564682,1979,24.9134948096886
1918,2005,USA,16,york mike,F,R,178,86.0,1978-01-03,iserlohner roosters,27.3237508555784,1978,27.1430374952657
1919,2005,USA,18,park richard,F,R,181,86.0,1976-05-27,scl tigers langnau,28.9281314168378,1976,26.2507249473459
1920,2005,USA,19,legwand david,F,L,188,81.0,1980-08-17,ehc basel,24.703627652293,1980,22.9176097781802
1921,2005,USA,21,cole erik,F,L,185,83.0,1978-11-06,eisbaren berlin,26.4832306639288,1978,24.2512783053324
1922,2005,USA,22,stastny yan,F,L,178,86.0,1982-09-30,nurnberg ice tigers,22.584531143052697,1982,27.1430374952657
1923,2005,USA,23,parise zach,F,L,180,84.0,1984-07-28,albany river rats,20.758384668035603,1984,25.9259259259259
1924,2005,USA,26,knuble mike,F,R,191,98.0,1972-07-04,linkopings hc,32.8240930869268,1972,26.8632987034347
1925,2005,USA,28,hall adam,F,R,185,91.0,1980-08-14,kaipa kuopio,24.711841204654302,1980,26.5887509130752
1926,2005,USA,33,adams kevyn,F,R,185,90.0,1974-10-08,dusseldorf metro stars,30.5626283367556,1974,26.296566837107395
1927,2005,USA,37,parrish mark,F,R,183,82.0,1977-02-02,new york islanders,28.2409308692676,1977,24.485652005136
1928,2005,USA,39,weight doug,F,L,178,86.0,1971-01-21,frankfurt lions,34.2751540041068,1971,27.1430374952657
1929,2005,USA,9,modano mike,F,L,191,93.0,1970-06-07,dallas stars,34.899383983572896,1970,25.4927222389737
1930,2005,USA,29,dipietro rick,G,R,180,83.0,1981-09-19,new york islanders,23.613963039014397,1981,25.6172839506173
1931,2005,USA,30,conklin ty,G,L,183,81.0,1976-03-30,ehc wolfsburg,29.086926762491398,1976,24.1870464928783
1932,2005,USA,73,thomas tim,G,L,180,81.0,1974-04-14,jokerit helsinki,31.047227926078,1974,25.0
1933,2006,RUS,16,koltsov kirill,D,L,178,80.0,1983-02-01,avangard omsk,23.2443531827515,1983,25.2493372048984
1934,2006,RUS,2,misharin georgi,D,L,185,95.0,1985-05-11,cska moscow,20.9719370294319,1985,27.757487216946696
1935,2006,RUS,27,atyushov vitali,D,L,187,89.0,1979-07-04,metallurg magnitogorsk,26.825462012320298,1979,25.4511138436901
1936,2006,RUS,28,kulyash denis,D,L,191,97.0,1983-05-31,dynamo moscow,22.9185489390828,1983,26.589183410542496
1937,2006,RUS,38,khomitsky vadim,D,L,188,92.0,1982-07-21,cska moscow,23.7782340862423,1982,26.0298777727479
1938,2006,RUS,4,kruchinin andrei,D,L,185,88.0,1978-05-18,lada togliatti,27.953456536618802,1978,25.7121986851717
1939,2006,RUS,5,zhukov sergei,D,L,192,87.0,1975-11-23,lokomotiv yaroslavl,30.4366872005476,1975,23.6002604166667
1940,2006,RUS,55,bykov dmitri,D,L,185,90.0,1977-05-05,dynamo moscow,28.9883641341547,1977,26.296566837107395
1941,2006,RUS,6,nikulin ilya,D,L,187,92.0,1982-03-12,ak bars kazan,24.136892539356605,1982,26.309016557522398
1942,2006,RUS,10,mozyakin sergei,F,R,179,75.0,1981-03-30,cska moscow,25.086926762491398,1981,23.4075091289286
1943,2006,RUS,12,zaripov danis,F,L,183,81.0,1981-03-26,ak bars kazan,25.09787816564,1981,24.1870464928783
1944,2006,RUS,14,grigorenko igor,F,L,179,95.0,1983-04-09,severstal cherepovets,23.0609171800137,1983,29.6495115633095
1945,2006,RUS,15,kulemin nikolai,F,L,185,83.0,1986-07-14,metallurg magnitogorsk,19.7973990417522,1986,24.2512783053324
1946,2006,RUS,18,gorovikov konstantin,F,L,183,82.0,1977-08-31,avangard omsk,28.665297741273104,1977,24.485652005136
1947,2006,RUS,21,kharitonov alexander,F,R,172,80.0,1976-03-30,dynamo moscow,30.086242299794698,1976,27.0416441319632
1948,2006,RUS,32,semin alexander,F,R,188,90.0,1984-03-03,khimik moscow,22.1601642710472,1984,25.464010864644603
1949,2006,RUS,33,sushinsky maxim,F,L,172,80.0,1974-07-01,dynamo moscow,31.832991101984895,1974,27.0416441319632
1950,2006,RUS,7,mikhnov alexei,F,L,195,104.0,1982-08-31,lokomotiv yaroslavl,23.665982203969897,1982,27.3504273504274
1951,2006,RUS,71,malkin evgeni,F,L,191,87.0,1986-07-31,metallurg magnitogorsk,19.750855578371,1986,23.848030481620604
1952,2006,RUS,79,arkhipov denis,F,L,191,97.0,1979-05-19,khimik moscow reg.,26.9514031485284,1979,26.589183410542496
1953,2006,RUS,8,ovechkin alexander,F,R,189,90.0,1985-09-17,washington capitals,20.6187542778919,1985,25.195263290501398
1954,2006,RUS,97,yemeleyev igor,F,R,179,83.0,1981-03-07,ska st. petersburg,25.149897330595497,1981,25.9043101026809
1955,2006,RUS,39,sokolov maxim,G,L,180,88.0,1972-05-27,ska st. petersburg,33.927446954141004,1972,27.1604938271605
1956,2006,RUS,40,zvyagin sergei,G,L,174,79.0,1971-02-17,dynamo moscow,35.2005475701574,1971,26.0932752014797
1957,2006,RUS,45,fomichev alexander,G,L,176,82.0,1979-02-19,cska moscow,27.1950718685832,1979,26.4721074380165
1958,2006,BLR,27,zhurik alexandr,D,L,193,100.0,1975-05-29,dynamo minsk,30.9240246406571,1975,26.846358291497804
1959,2006,BLR,30,kopat vladimir,D,L,178,86.0,1971-04-23,yunost minsk,35.0225872689938,1971,27.1430374952657
1960,2006,BLR,32,svito vladimir,D,R,184,85.0,1970-08-20,hc gomel,35.6960985626283,1970,25.1063327032136
1961,2006,BLR,4,makritsky aleksandr,D,L,182,90.0,1971-08-11,dynamo minsk,34.7214236824093,1971,27.170631566236
1962,2006,BLR,43,kostyuchenok viktor,D,L,187,90.0,1979-06-07,yunost minsk,26.899383983572896,1979,25.7370814149675
1963,2006,BLR,5,ryadinsky aleksandr,D,R,189,92.0,1978-04-01,hc keramin minsk,28.082135523614003,1978,25.7551580302903
1964,2006,BLR,7,erkovich sergei,D,L,190,94.0,1974-03-09,yunost minsk,32.145106091718,1974,26.038781163434898
1965,2006,BLR,70,denisov uladzimir,D,L,180,90.0,1984-06-29,hc keramin minsk,21.837097878165604,1984,27.7777777777778
1966,2006,BLR,10,antonenko oleg,F,L,187,92.0,1971-07-01,dynamo minsk,34.8336755646817,1971,26.309016557522398
1967,2006,BLR,11,esaulov evgeny,F,L,180,82.0,1977-07-01,hc keramin minsk,28.832306639288202,1977,25.3086419753086
1968,2006,BLR,12,savin alexei,F,L,183,89.0,1986-05-15,yunost minsk,19.961670088980103,1986,26.5758905909403
1969,2006,BLR,16,skabelka andrei,F,L,186,92.0,1971-01-20,dynamo minsk,35.277207392197106,1971,26.5926696727945
1970,2006,BLR,17,kurilin evgeny,F,R,181,80.0,1979-01-03,hc keramin minsk,27.3237508555784,1979,24.4192790207869
1971,2006,BLR,18,ugarov aleksei,F,L,176,80.0,1985-01-02,neftekhimik nizhnekamsk,21.3251197809719,1985,25.826446280991696
1972,2006,BLR,19,meleshko dmitry,F,R,181,81.0,1982-11-08,salavat yulaev ufa,23.477070499657803,1982,24.7245200085467
1973,2006,BLR,22,zadelenov sergei,F,L,178,88.0,1976-02-27,neftekhimik nizhnekamsk,30.1738535249829,1976,27.774270925388198
1974,2006,BLR,23,kostitsyn andrei,F,L,183,90.0,1985-02-03,montreal canadiens,21.2375085557837,1985,26.874496103198105
1975,2006,BLR,26,kukushkin sergei,F,L,190,88.0,1985-07-24,kapitan stupino,20.7693360711841,1985,24.376731301939103
1976,2006,BLR,68,chupris yaroslav,F,L,179,93.0,1981-09-12,salavat yulaev ufa,24.6324435318275,1981,29.025311319871395
1977,2006,BLR,77,dudik dmitry,F,R,184,91.0,1977-11-02,dynamo minsk,28.492813141683804,1977,26.8785444234405
1978,2006,BLR,8,mikhalev andrei,F,L,182,90.0,1978-02-23,hc keramin minsk,28.1834360027378,1978,27.170631566236
1979,2006,BLR,84,grabovsky mikhail,F,L,180,80.0,1984-01-31,dynamo moscow,22.247775496235498,1984,24.6913580246914
1980,2006,BLR,2,shabanov sergei,G,L,179,80.0,1974-02-24,ska st. petersburg,32.1806981519507,1974,24.9680097375238
1981,2006,BLR,31,mezin andrei,G,L,180,78.0,1974-07-08,salavat yulaev,31.813826146475,1974,24.0740740740741
1982,2006,BLR,33,goryachevskikh stepan,G,L,175,74.0,1985-06-26,yunost minsk,20.8459958932238,1985,24.163265306122398
1983,2006,CAN,16,daley trevor,D,L,183,93.0,1983-10-09,dallas stars,22.5598904859685,1983,27.770312639971298
1984,2006,CAN,2,hamhuis dan,D,L,185,90.0,1982-12-13,nashville predators,23.3812457221081,1982,26.296566837107395
1985,2006,CAN,25,dupont micki,D,R,178,79.0,1980-04-15,eisbaren berlin,26.0424366872005,1980,24.933720489837103
1986,2006,CAN,3,robidas stephane,D,R,179,80.0,1977-03-03,dallas stars,29.160848733744,1977,24.9680097375238
1987,2006,CAN,5,seabrook brent,D,R,188,93.0,1985-04-20,chicago blackhawks,21.0294318959617,1985,26.312811226799504
1988,2006,CAN,55,schultz nick,D,L,183,84.0,1982-08-25,minnesota wild,23.682409308692698,1982,25.0828630296515
1989,2006,CAN,6,stuart brad,D,L,188,98.0,1979-11-06,boston bruins,26.4832306639288,1979,27.7274784970575
1990,2006,CAN,12,metropolit glen,F,R,183,86.0,1974-06-25,hc lugano,31.849418206707696,1974,25.680074054166997
1991,2006,CAN,13,cammalleri mike,F,L,175,82.0,1982-06-08,los angeles kings,23.895961670089,1982,26.775510204081602
1992,2006,CAN,14,shanahan brendan,F,R,192,100.0,1969-01-23,detroit red wings,37.26762491444221,1969,27.126736111111104
1993,2006,CAN,17,hartnell scott,F,L,188,94.0,1982-04-18,nashville predators,24.035592060232702,1982,26.5957446808511
1994,2006,CAN,18,richards mike,F,L,180,88.0,1985-02-11,philadelphia flyers,21.2156057494867,1985,27.1604938271605
1995,2006,CAN,19,calder kyle,F,L,180,79.0,1979-01-05,chicago blackhawks,27.318275154004102,1979,24.3827160493827
1996,2006,CAN,20,roest stacey,F,R,178,86.0,1974-03-15,sc rapperswil-jona,32.128678986995205,1974,27.1430374952657
1997,2006,CAN,26,boyes brad,F,R,185,88.0,1982-04-17,boston bruins,24.038329911019897,1982,25.7121986851717
1998,2006,CAN,27,pettinger matt,F,L,185,95.0,1980-10-22,washington capitals,25.522245037645398,1980,27.757487216946696
1999,2006,CAN,29,williams jason,F,R,180,84.0,1980-08-11,detroit red wings,25.719370294319,1980,25.9259259259259
2000,2006,CAN,37,bergeron patrice,F,R,182,84.0,1985-07-24,boston bruins,20.7693360711841,1985,25.3592561284869
2001,2006,CAN,7,carter jeff,F,R,191,92.0,1985-01-01,philadelphia flyers,21.3278576317591,1985,25.2186069460815
2002,2006,CAN,87,crosby sidney,F,L,180,88.0,1987-08-07,pittsburgh penguins,18.732375085557802,1987,27.1604938271605
2003,2006,CAN,89,comrie mike,F,L,178,84.0,1980-09-11,phoenix coyotes,25.634496919917897,1980,26.5118040651433
2004,2006,CAN,30,denis marc,G,L,185,88.0,1977-08-01,columbus blue jackets,28.7474332648871,1977,25.7121986851717
2005,2006,CAN,35,auld alex,G,L,193,91.0,1981-01-07,vancouver canucks,25.3114305270363,1981,24.430186045263
2006,2006,CAN,50,mason chris,G,L,180,91.0,1976-04-20,nashville predators,30.0287474332649,1976,28.0864197530864
2007,2006,CZE,15,kaberle tomas,D,L,188,91.0,1978-03-02,toronto maple leafs,28.1642710472279,1978,25.746944318696197
2008,2006,CZE,2,krajicek lukas,D,L,185,85.0,1983-03-11,florida panthers,23.1403148528405,1983,24.8356464572681
2009,2006,CZE,35,hejda jan,D,L,191,102.0,1978-06-18,khimik moscow reg.,27.8685831622177,1978,27.9597598750034
